model_id,analysis_role,condition_id,seed,candidate_representation,delta_log_loss,delta_brier_score,log_loss_sign,brier_score_sign,log_loss_sign_reversal_vs_baseline,brier_score_sign_reversal_vs_baseline,log_loss_rank_order,brier_score_rank_order,log_loss_rank_reversal_vs_baseline,brier_score_rank_reversal_vs_baseline
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260831,coarse_linguistic_families,0.07402162384846656,0.02196684745314681,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260831,structural_split2,-0.029812941071506338,-0.0078883175165963,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260829,coarse_linguistic_families,0.011390843841672216,0.005568886453032301,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260829,structural_split2,0.005208652563367555,0.0025338446107500134,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,update_correct_only,20260829,coarse_linguistic_families,0.0121130665145881,0.006056139565352031,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
empirical_history_secondary,secondary,update_correct_only,20260829,structural_split2,0.008487792292655616,0.0036066805993945905,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260829,coarse_linguistic_families,0.084795714437921,0.029581460588199382,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260829,structural_split2,-0.02414707609029343,-0.00796077717059368,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260830,coarse_linguistic_families,0.010697858299726248,0.005235334762209359,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260830,structural_split2,0.004769217112257085,0.002326814120316517,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,update_correct_only,20260830,coarse_linguistic_families,0.011885557534184965,0.006002338459498907,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
empirical_history_secondary,secondary,update_correct_only,20260830,structural_split2,0.007953941724805236,0.0034367329118614454,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260830,coarse_linguistic_families,0.08818406492531927,0.03001258313491717,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260830,structural_split2,-0.02675823915520481,-0.009241704794051342,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260831,coarse_linguistic_families,0.011167639010934094,0.0054575355622718535,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,update_correct_only,20260831,structural_split2,0.005160620989179243,0.0025007694679289316,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,update_correct_only,20260831,coarse_linguistic_families,0.011744774900241284,0.005858436132849504,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
empirical_history_secondary,secondary,update_correct_only,20260831,structural_split2,0.008436034143216586,0.0035591352751707106,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260831,coarse_linguistic_families,0.08617085396656443,0.030041892972520745,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,update_correct_only,20260831,structural_split2,-0.02230303065885375,-0.007454069088900783,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
